FECHA_CORTE,UBIGEO, CUNAMAS - Cuidado Diurno , CUNAMAS - Acompa?miento de Familias , JUNTOS - Hogares afiliados , JUNTOS - Hogares abonados ,FONCODES - N? usuarios estimados,FONCODES - N? proy. Culminados,FONCODES - N? proy. en ejecucion ,FONCODES - N? Hog. Haku Winay -proyectos en ejecucion,FONCODES - N? Hog. Haku Winay -proyectos culminados, PENSION 65 - Usuarios , QALI WARMA - N? de Ni?s y ni?s atendidos , QALI WARMA - N? de IIEE  , CONTIGO - Usuarios , PAIS - N? de Tambos prestando servicios  , PAIS - N? de Atenciones realizadas a trav? de los Tambos  , PAIS - N? de Beneficiarios atendidos a traves de los Tambos  
20240831,130105,160,5,"1,344",1145,,,,,,"1,448","16,939",80,422,,,
20240831,130106,60,150,303,243,,,,,,490,"5,085",51,178,,,
20240831,130107,40,209,156,129,,,,,,257,"3,706",26,64,,,
20240831,130108,,,236,231,,,,,,208,981,14,45,,,
20240831,130109,21,0,583,538,,,,,,201,"2,480",8,119,,,
20240831,130110,0,120,363,354,,,,,,378,706,21,49,,,
20240831,130111,,,162,142,,,,,,283,"5,067",23,116,,,
20240831,130112,,,"1,353",1242,,,,,,475,,,168,,,
20240831,130201,80,0,78,72,,,,,,145,912,10,59,,,
20240831,130202,0,117,154,139,,,,,,419,"1,665",25,162,,,
20240831,130203,,,61,57,,,,,,108,541,14,50,,,
20240831,130204,,,18,17,,,,,,34,210,7,25,,,
20240831,130205,52,0,684,633,,,,,,511,"4,313",37,146,,,
20240831,130206,48,120,154,152,,,,,,85,"1,577",23,46,,,
20240831,130207,,,107,95,,,,,,158,637,9,168,,,
20240831,130208,,,241,210,,,,,,211,"2,099",22,168,,,
20240831,130301,0,110,357,351,,,,,,320,"1,086",50,36,,,
20240831,130302,0,110,459,421,,,,,,202,936,23,39,,,
20240831,130303,0,70,254,244,,,,,,197,494,18,39,,,
20240831,130304,0,132,150,146,,,,,,156,646,22,33,,,
20240831,130305,0,118,212,202,,,,,,192,529,28,36,,,
20240831,130306,0,65,68,68,,,,,,83,227,7,1,,,
20240831,130401,60,130,"1,314","1,208",,,,,,816,"6,300",55,177,,,
20240831,130402,16,200,"1,269","1,214",,,,,,645,"4,392",46,102,,,
20240831,130403,96,0,600,585,,,,,,384,"1,973",30,186,,,
20240831,130501,0,108,"1,218","1,179",,,,0,303,"1,047","2,448",86,119,1,299,232
20240831,130502,0,109,628,587,,,,0,900,482,"1,250",46,36,1,883,426
20240831,130503,0,200,662,642,,,,0,900,431,"1,638",64,45,,,
20240831,130504,0,231,630,605,,,,0,740,401,"1,202",49,26,,,
20240831,130601,72,293,"2,020","1,979",,,,0,"1,212","1,694","5,162",105,201,,,
20240831,130602,0,402,"1,055","1,035",,,,0,772,529,"1,934",61,101,,,
20240831,130604,,,221,217,,,,,,189,426,19,45,,,
20240831,130605,,,299,285,,,,,,411,"1,188",32,17,1,1080,815
20240831,130606,,,65,65,,,,,,72,106,6,3,,,
20240831,130608,0,39,263,257,"1,640",,2,400,0,252,641,20,33,,,
20240831,130610,,,43,40,,,,,,58,69,4,4,,,
20240831,130611,0,267,454,446,,,,0,400,549,826,46,60,,,
20240831,130613,0,311,817,790,"1,640",,2,400,402,497,"1,713",46,72,,,
20240831,130614,0,578,"2,001","1,952",,,,0,"1,250","1,649","6,173",160,175,,,
20240831,130701,20,0,176,170,,,,,,341,"1,499",16,36,,,
20240831,130702,241,0,909,853,,,,,,739,"4,733",40,227,,,
20240831,130703,,,66,66,,,,,,92,678,5,17,,,
20240831,130704,92,0,166,152,,,,,,344,"2,620",16,34,,,
20240831,130705,,,913,886,,,,,,598,"2,695",28,53,,,
20240831,130801,,,"1,195","1,142",,,,,,"1,026","2,979",81,224,1,"1,266",833
20240831,130802,0,165,352,346,,,,,,245,"1,055",25,23,,,
20240831,130803,0,509,"1,710","1,652","3,280",,4,800,0,807,"3,788",73,63,,,
20240831,130804,0,198,671,653,,,,0,662,540,"1,228",42,69,1,2627,1226
20240831,130805,0,73,104,98,"1,640",,2,400,0,105,187,9,18,,,
20240831,130806,0,170,426,409,"1,640",,2,400,0,299,848,29,26,,,
20240831,130807,,,152,151,,,,,,93,243,19,39,,,
20240831,130808,0,370,644,608,,,,,,430,"3,881",49,27,,,
20240831,130809,0,104,217,182,,,,,,108,"2,855",35,10,,,
20240831,130810,,,77,73,,,,,,143,437,15,2,,,
20240831,130811,0,99,255,249,"1,640",,2,400,0,320,351,21,47,,,
20240831,130812,0,100,413,407,,,,0,395,298,629,18,52,,,
20240831,130813,0,86,250,243,0,2,,0,400,284,613,19,29,,,
20240831,130901,0,1601,"3,524","3,330",,,,0,827,"1,989","15,521",137,276,,,
20240831,130902,0,890,"2,015","1,928","3,280",,4,800,805,924,"4,776",120,84,,,
20240831,130903,0,269,997,947,,,,,,499,"2,539",54,39,1,583,406
20240831,130904,0,320,967,953,,,,0,791,677,"2,216",46,61,,,
20240831,130905,0,565,"1,777","1,691","3,280",,4,800,460,1011,"2,657",66,94,1,153,148
20240831,130906,0,476,"1,311","1,211",,,,0,400,792,"3,411",84,57,1,1705,861
20240831,130907,0,422,"1,021",989,"1,640",,2,400,999,618,"2,446",62,107,1,228,176
20240831,130908,0,397,"1,380","1,277",,,,0,400,854,"3,388",73,146,1,1243,907
20240831,131001,0,507,"1,873","1,826",,,,0,798,"1,562","4,264",137,92,1,683,320
20240831,131002,0,164,451,446,,,,,,410,"1,325",26,45,,,
20240831,131003,0,261,386,377,,,,0,425,397,"1,054",28,37,,,
20240831,131004,,,190,187,"1,640",,2,400,0,195,359,11,14,,,
20240831,131005,0,99,224,221,,,,,,247,405,17,16,,,
20240831,131006,0,343,771,735,"1,640",,2,400,0,457,"2,259",63,59,,,
20240831,131007,0,120,319,315,,,,0,400,349,447,19,50,,,
20240831,131008,0,160,356,338,"1,640",,2,400,409,314,873,30,12,,,
20240831,131101,0,211,999,975,,,,,,637,"2,181",70,158,,,
20240831,131102,0,40,530,518,,,,0,384,431,816,42,47,1,1066,842
20240831,131103,0,90,214,203,,,,,,186,359,20,40,,,
20240831,131104,0,271,566,548,,,,0,328,278,"1,561",48,32,,,
20240831,131201,101,300,992,894,,,,,,867,"11,201",99,84,,,
20240831,131202,161,150,"1,376","1,291",,,,,,683,"8,879",51,104,,,
20240831,131203,0,80,487,458,,,,,,252,948,10,33,,,
20240831,140101,160,0,1263,1081,,,,,,"2,071","11,689",61,334,,,
20240831,140102,64,22,261,243,,,,,,720,"2,349",38,98,,,
20240831,140103,40,0,200,194,,,,,,332,"1,643",10,60,,,
20240831,140104,,,21,17,,,,,,13,137,2,5,,,
20240831,140105,408,0,"1,502",1279,,,,,,"1,614","8,180",31,457,,,
20240831,140106,68,0,666,605,,,,,,590,"2,874",16,308,,,
20240831,140107,124,30,224,222,,,,,,588,"1,692",20,89,,,
20240831,140108,56,460,496,419,,,,,,"1,141","4,177",39,77,,,
20240831,140109,0,10,55,55,,,,,,185,365,8,30,,,
20240831,140110,104,19,164,162,,,,,,669,"1,025",22,76,,,
20240831,140111,,,165,158,,,,,,218,"1,138",11,54,,,
20240831,140112,0,80,363,326,,,,,,397,"3,665",35,148,,,
20240831,140113,80,80,196,196,,,,,,467,"2,503",16,64,,,
20240831,140114,28,0,179,175,,,,,,224,"1,690",7,37,,,
20240831,140115,88,54,206,197,,,,,,439,"1,459",20,211,,,
20240831,140116,64,13,134,129,,,,,,333,"1,735",29,138,,,
20240831,140117,128,58,191,182,,,,,,287,"2,255",19,113,,,
20240831,140118,0,60,242,197,,,,,,250,"2,866",25,130,,,
20240831,140119,,,85,82,,,,,,124,932,11,39,,,
20240831,140120,0,20,296,255,,,,,,256,"2,818",18,154,,,
20240831,140201,128,0,319,276,,,,,,389,"6,162",25,123,,,
20240831,140202,0,490,"1,462","1,413","1,640",2,2,400,850,849,"3,438",145,114,,,
20240831,140203,0,510,"1,682","1,644",,,,0,258,"1,187","4,133",127,80,1,578,337
20240831,140204,0,70,144,135,,,,,,249,561,16,37,,,
20240831,140205,0,271,511,497,,,,,,809,"5,208",72,99,,,
20240831,140206,,,355,322,,,,,,451,"1,265",12,134,,,
20240831,140301,84,679,"1,233",1085,,,,,,"1,175","10,504",57,366,,,
20240831,140302,,,172,170,,,,,,89,232,4,5,,,
20240831,140303,92,256,342,330,,,,,,654,"1,942",27,93,,,
20240831,140304,116,151,384,369,,,,,,449,"4,697",45,140,,,
20240831,140305,0,230,533,504,,,,,,"1,083","3,449",48,174,,,
20240831,140306,268,2160,"3,683","3,610",,,,0,447,"1,416","14,147",122,296,,,
20240831,140307,60,400,590,550,,,,,,"1,440","5,239",68,207,,,
20240831,140308,62,1314,923,895,,,,0,403,"2,246","9,535",222,271,,,
20240831,140309,24,140,286,278,,,,,,534,"2,154",30,84,,,
20240831,140310,0,381,"1,391","1,351",,,,0,402,"1,359","3,264",101,94,,,
20240831,140311,,,452,413,,,,,,509,"2,733",18,81,,,
20240831,140312,100,341,601,581,,,,,,"1,150","4,019",46,174,,,
20240831,150101,,,509,388,,,,,,"1,472",20772,89,443,,,
20240831,150102,75,0,565,476,,,,,,695,"7,561",24,312,,,
20240831,150103,858,0,"1,548",1122,,,,,,"1,901","50,548",197,744,,,
20240831,150104,,,7,7,,,,,,109,"2,343",10,32,,,
20240831,150105,,,44,39,,,,,,457,4358,18,135,,,
20240831,150106,341,211,"2,213","1,746",,,,,,"3,137","29,345",115,"1,012",,,
20240831,150107,55,0,75,41,,,,,,267,"4,661",23,85,,,
20240831,150108,56,0,454,339,,,,,,"1,079","19,800",60,566,,,
20240831,150109,91,0,159,111,,,,,,510,2828,21,126,,,
20240831,150110,162,0,"1,714",1268,,,,,,"2,519","43,237",142,958,,,
20240831,150111,120,0,623,411,,,,,,"1,164","17,867",64,431,,,
20240831,150112,,,1046,806,,,,,,"1,723","18,725",60,757,,,
20240831,150113,,,7,6,,,,,,175,"1,261",4,40,,,
20240831,150114,,,65,53,,,,,,121,"5,250",12,31,,,
20240831,150115,92,0,287,209,,,,,,632,"13,129",49,220,,,
20240831,150116,,,15,11,,,,,,89,"2,013",4,24,,,
20240831,150117,,,201,148,,,,,,539,"24,148",60,280,,,
20240831,150118,350,0,1317,1004,,,,,,"2,503","14,726",78,492,,,
20240831,150119,112,0,608,502,,,,,,769,"8,195",31,394,,,
20240831,150120,,,11,8,,,,,,112,"2,123",10,43,,,
20240831,150121,,,14,11,,,,,,101,"1,314",5,37,,,
20240831,150122,,,2,2,,,,,,31,"1,474",7,11,,,
20240831,150123,287,0,998,808,,,,,,"1,463",13072,74,302,,,
20240831,150124,,,108,85,,,,,,261,1921,9,62,,,
20240831,150125,279,0,"2,520","2,092",,,,,,"2,679","33,056",146,"1,132",,,
20240831,150126,,,41,23,,,,,,90,971,2,13,,,
20240831,150127,,,31,25,,,,,,105,573,2,25,,,
20240831,150128,,,563,421,,,,,,"1,300","15,708",58,409,,,
20240831,150129,,,18,16,,,,,,58,308,3,28,,,
20240831,150130,,,4,4,,,,,,32,"2,374",8,17,,,
20240831,150131,,,,,,,,,,16,462,3,5,,,
20240831,150132,803,0,"3,967","2,969",,,,,,"5,147","72,760",235,"1,641",,,
20240831,150133,195,0,857,722,,,,,,"2,083","24,551",74,786,,,
20240831,150134,,,64,41,,,,,,134,"2,608",14,38,,,
20240831,150135,,,840,625,,,,,,"1,608","33,384",108,855,,,
20240831,150136,,,18,14,,,,,,160,"2,969",10,82,,,
20240831,150137,,,476,370,,,,,,516,"16,396",45,292,,,
20240831,150138,,,1,1,,,,,,2,,,2,,,
20240831,150139,24,0,352,297,,,,,,320,"2,166",13,114,,,
20240831,150140,,,85,60,,,,,,503,"5,298",17,174,,,
20240831,150141,,,19,16,,,,,,531,"3,580",15,86,,,
20240831,150142,698,0,976,756,,,,,,"1,843","34,170",101,747,,,
20240831,150143,266,0,1155,884,,,,,,"3,212","26,483",86,"1,128",,,
20240831,150201,191,110,538,457,,,,,,"1,072","9,160",62,364,,,
20240831,150202,,,98,71,,,,,,312,"2,142",30,74,,,
20240831,150203,92,0,256,244,,,,,,402,"2,523",32,140,,,
20240831,150204,101,222,475,431,,,,,,726,"4,485",49,93,,,
20240831,150205,96,0,185,167,,,,,,184,"1,410",10,75,,,
20240831,150301,,,135,126,"1,640",,2,400,0,215,291,15,10,,,
20240831,150302,,,87,86,,,,0,400,179,141,6,5,,,
20240831,150303,,,114,111,"1,640",,2,400,0,149,294,20,3,1,692,329
20240831,150304,,,79,77,"1,640",,2,400,0,157,151,10,1,,,
20240831,150305,,,35,34,,,,,,153,142,18,9,,,
20240831,150401,,,14,12,,,,,,167,377,8,14,,,
20240831,150402,,,7,7,,,,,,70,40,6,10,,,
20240831,150403,,,8,7,,,,,,91,80,7,2,,,
20240831,150404,,,8,8,,,,,,59,75,6,6,,,
20240831,150405,,,5,5,,,,,,113,63,4,2,,,
20240831,150406,,,1,1,,,,,,31,45,6,5,,,
20240831,150407,,,66,61,,,,,,240,"1,496",22,20,,,
20240831,150501,146,27,401,336,,,,,,574,7472,72,231,,,
20240831,150502,17,44,29,26,,,,,,121,"1,323",18,50,,,
20240831,150503,15,17,15,12,,,,,,77,227,13,2,,,
20240831,150504,75,0,94,87,,,,,,91,351,13,49,,,
20240831,150505,,,169,166,,,,,,143,2787,20,76,,,
20240831,150506,0,8,4,4,,,,,,99,113,4,3,,,
20240831,150507,137,68,503,411,,,,,,544,"5,901",38,213,,,
20240831,150508,0,23,37,38,,,,,,203,517,18,31,,,
20240831,150509,93,0,224,165,,,,,,202,3463,26,101,,,
20240831,150510,300,7,402,390,,,,,,"1,083","3,590",36,203,,,
20240831,150511,36,20,27,25,,,,,,91,294,7,5,,,
20240831,150512,60,14,216,204,,,,,,304,"2,402",31,106,,,
20240831,150513,,,40,35,,,,,,35,565,4,20,,,
20240831,150514,122,0,161,156,,,,,,193,1632,23,81,,,
20240831,150515,,,11,8,,,,,,35,304,5,8,,,
20240831,150516,24,9,41,39,,,,,,93,200,8,3,,,
20240831,150601,326,0,901,769,,,,,,"1,600","12,240",93,548,,,
20240831,150602,,,2,2,,,,,,91,76,7,4,,,
20240831,150603,,,4,4,,,,,,81,85,4,2,,,
20240831,150604,120,0,178,174,,,,,,415,"2,450",28,201,,,
20240831,150605,209,0,656,552,,,,,,815,"8,495",53,249,,,
20240831,150606,,,29,26,"1,640",,2,400,0,334,399,28,23,,,
20240831,150607,,,3,3,,,,,,86,36,4,,,,
20240831,150608,,,5,5,,,,,,112,113,7,1,,,
20240831,150609,,,2,1,,,,,,60,90,3,10,,,
20240831,150610,,,1,1,,,,,,46,39,5,8,,,
20240831,150611,,,10,10,,,,0,448,155,31,6,15,,,
20240831,150612,,,1,1,,,,,,114,32,2,9,,,
20240831,150701,,,30,27,,,,,,195,605,11,17,,,
20240831,150702,,,5,5,,,,,,75,252,12,,,,
20240831,150703,,,1,1,,,,,,26,89,4,,,,
20240831,150704,,,5,5,,,,,,54,44,2,,,,
20240831,150705,,,10,8,,,,,,27,325,10,2,,,
20240831,150706,,,20,20,,,,,,29,51,7,1,,,
20240831,150707,,,3,3,,,,,,70,31,3,,,,
20240831,150708,,,7,7,,,,0,400,41,55,3,,,,
20240831,150709,,,26,23,,,,,,92,170,5,1,,,
20240831,150710,,,2,2,,,,,,62,67,4,1,,,
20240831,150711,,,68,68,,,,,,96,122,6,,,,
20240831,150712,,,,,,,,,,32,26,2,1,,,
20240831,150713,,,16,14,,,,,,61,279,15,,,,
20240831,150714,,,88,78,,,,,,122,969,9,34,,,
20240831,150715,,,102,93,,,,0,400,159,248,12,4,,,
20240831,150716,115,668,306,281,,,,,,871,"8,955",62,117,,,
20240831,150717,,,8,8,,,,,,93,87,6,3,,,
20240831,150718,,,107,104,,,,,,129,188,5,,,,
20240831,150719,,,6,6,,,,,,20,26,2,,,,
20240831,150720,,,4,4,,,,0,448,18,65,4,,,,
20240831,150721,,,10,10,,,,,,163,145,6,,,,
20240831,150722,,,45,41,,,,,,102,567,11,14,,,
20240831,150723,,,4,4,,,,,,121,118,12,1,,,
20240831,150724,,,10,10,,,,,,153,95,5,12,,,
20240831,150725,,,2,2,,,,,,24,16,2,,,,
20240831,150726,,,46,46,,,,0,400,57,105,12,,,,
20240831,150727,,,17,18,,,,,,93,371,4,4,,,
20240831,150728,,,162,149,,,,,,195,"1,184",14,74,,,
20240831,150729,,,9,9,,,,,,53,34,2,,,,
20240831,150730,,,23,23,,,,,,61,35,2,,,,
20240831,150731,,,27,24,,,,,,56,912,14,7,,,
20240831,150732,,,26,25,,,,,,177,163,7,8,,,
20240831,150801,181,0,269,218,,,,,,417,"5,715",29,78,,,
20240831,150802,,,265,251,"1,640",,2,400,0,216,312,21,7,,,
20240831,150803,119,0,58,55,,,,,,131,695,4,14,,,
20240831,150804,,,74,73,,,,0,431,203,62,11,7,,,
20240831,150805,70,0,166,140,,,,,,293,"2,385",15,57,,,
20240831,150806,200,38,315,259,,,,,,534,"4,620",41,110,,,
20240831,150807,,,42,43,,,,,,145,305,18,8,,,
20240831,150808,,,9,9,0,2,,0,800,244,172,14,2,,,
20240831,150809,,,9,9,0,2,,0,800,150,151,10,6,,,
20240831,150810,204,183,430,354,,,,,,682,"4,763",41,107,,,
20240831,150811,,,257,250,,,,,,429,"3,640",38,88,,,
20240831,150812,200,80,374,357,,,,,,697,"4,524",39,103,,,
20240831,150901,,,144,142,,,,0,801,423,"1,619",27,14,,,
20240831,150902,,,1,1,,,,,,99,37,4,,,,
20240831,150903,,,12,11,,,,0,400,49,91,7,2,,,
20240831,150904,,,35,35,"1,640",,2,400,0,120,279,24,1,,,
20240831,150905,,,12,12,,,,,,115,101,8,1,,,
20240831,150906,,,23,22,,,,,,208,571,15,13,,,
20240831,151001,0,21,12,12,,,,,,105,256,14,22,,,
20240831,151002,,,4,4,,,,,,14,62,4,,,,
20240831,151003,,,18,17,,,,,,96,179,15,21,,,
20240831,151004,,,,,,,,,,52,59,2,4,,,
20240831,151005,,,31,29,,,,,,63,69,11,3,,,
20240831,151006,,,5,5,,,,,,51,56,6,2,,,
20240831,151007,,,3,3,,,,,,22,17,3,4,,,
20240831,151008,0,20,24,23,,,,,,112,214,9,5,,,
20240831,151009,,,71,70,,,,,,113,136,12,9,,,
20240831,151010,,,4,4,,,,,,11,27,2,,,,
20240831,151011,,,116,114,,,,0,223,202,209,19,13,,,
20240831,151012,,,37,36,,,,,,46,55,3,3,,,
20240831,151013,,,1,1,,,,,,16,30,2,,,,
20240831,151014,,,6,5,,,,,,30,52,4,12,,,
20240831,151015,,,34,34,,,,,,60,62,10,8,,,
20240831,151016,,,43,40,,,,0,400,40,115,4,7,,,
20240831,151017,,,,,,,,,,40,38,2,,,,
20240831,151018,,,7,7,,,,,,40,159,8,3,,,
20240831,151019,,,57,56,,,,,,46,109,7,1,,,
20240831,151020,,,71,71,,,,0,410,87,98,7,3,,,
20240831,151021,,,3,3,,,,,,30,31,4,3,,,
20240831,151022,,,3,3,,,,,,72,72,6,3,,,
20240831,151023,,,5,4,,,,,,59,78,2,2,,,
20240831,151024,,,33,32,,,,,,82,57,4,,,,
20240831,151025,,,2,2,,,,,,30,73,4,1,,,
20240831,151026,,,,,,,,,,16,4,1,,,,
20240831,151027,,,1,1,,,,,,54,42,3,1,,,
20240831,151028,,,8,7,,,,,,28,65,2,,,,
20240831,151029,,,3,3,,,,,,80,23,3,4,,,
20240831,151030,,,6,6,,,,,,60,56,4,1,,,
20240831,151031,,,46,43,,,,0,177,81,76,6,3,,,
20240831,151032,,,157,152,,,,0,410,192,376,26,7,,,
20240831,151033,,,12,11,,,,,,39,10,2,10,,,
20240831,160101,317,9,763,567,0,2,,0,400,"2,233","25,862",105,366,,,
20240831,160102,0,160,350,212,"1,703",,5,400,0,208,788,28,26,2,895,534
20240831,160103,100,297,"1,520","1,212",,,,0,400,"1,146","4,910",187,107,1,344,254
20240831,160104,88,411,"1,236","1,123",0,2,,0,400,821,"3,001",99,113,,,
20240831,160105,0,289,824,712,"1,874",,2,457,451,562,"2,167",105,55,,,
20240831,160106,84,339,"1,448","1,176",,,,0,800,918,"4,289",130,125,1,316,220
20240831,160107,0,454,"1,338","1,055",0,2,,0,1200,828,"5,964",153,90,4,"2,725",958
20240831,160108,88,420,"1,317","1,013",,,,,,"2,773","13,352",126,317,,,
20240831,160110,0,299,617,571,0,2,,0,1143,256,"2,857",42,32,2,769,465
20240831,160112,184,499,"1,281",1003,,,,,,"2,815","11,552",119,382,1,214,159
20240831,160113,450,429,"3,848","2,999",,,,,,"4,401","24,767",182,593,,,
20240831,160201,80,1300,"7,270","6,597",,,,0,770,"4,349","20,342",227,431,,,
20240831,160202,0,1553,"2,515","2,123",0,2,,0,"1,621",455,"10,101",211,119,1,823,632
20240831,160205,0,328,552,510,,,,0,400,186,"2,010",31,1,,,
20240831,160206,0,487,"1,483","1,263",,,,0,380,954,"4,333",89,62,2,511,259
20240831,160210,0,193,517,414,,,,0,440,257,"1,399",50,8,,,
20240831,160211,0,327,689,659,"1,640",,2,400,361,356,"1,766",46,24,,,
20240831,160301,134,351,"2,610","2,344",,,,0,"1,980","1,987","10,738",175,158,1,667,191
20240831,160302,0,244,762,728,653,,2,0,"1,175",385,"2,408",57,38,1,424,281
20240831,160303,0,150,971,647,,,,0,"2,000",431,"3,662",82,8,4,"1,407",799
20240831,160304,0,349,764,719,149,,1,0,"1,295",276,"5,012",83,31,1,422,307
20240831,160305,0,510,"1,339","1,083","2,536",2,3,455,"1,984",568,"6,262",150,25,,,
20240831,160401,84,240,"2,508","2,060",,,,,,"1,202","8,048",124,145,,,
20240831,160402,0,240,"1,179",802,,,,0,428,744,"4,162",88,129,2,"1,291",834
20240831,160403,0,420,612,457,,,,0,380,663,"4,464",66,79,3,746,440
20240831,160404,0,155,"1,097",706,"1,640",,2,400,0,638,"3,582",77,111,,,
20240831,160501,,,"2,359","2,144",,,,,,"1,528","9,596",95,146,,,
20240831,160502,,,137,131,,,,,,69,359,16,2,,,
20240831,160503,0,200,324,279,"1,434",,2,350,0,200,958,21,35,,,
20240831,160504,0,140,613,593,"1,640",2,2,400,400,393,"2,471",60,49,1,780,257
20240831,160505,0,251,940,885,,,,0,300,528,"2,947",79,46,1,621,274
20240831,160506,0,255,654,641,,,,0,400,309,"2,070",38,34,1,620,480
20240831,160507,0,194,339,314,,,,0,200,234,951,32,20,,,
20240831,160508,0,40,63,61,,,,,,38,172,12,4,,,
20240831,160509,,,86,78,,,,,,39,316,10,1,,,
20240831,160510,0,288,462,405,,,,0,240,310,"1,144",22,35,,,
20240831,160511,,,312,295,820,,2,346,0,97,"1,164",31,3,2,79,51
20240831,160601,84,445,"1,582","1,135",,,,,,"1,366","8,526",148,237,,,
20240831,160602,0,89,151,145,,,,0,370,131,369,11,,,,
20240831,160603,0,150,509,208,"1,796",,2,438,424,250,"1,922",42,10,,,
20240831,160604,0,172,809,749,820,,2,400,400,333,"2,008",50,37,,,
20240831,160605,0,447,"1,452","1,069","2,870",,5,700,100,751,"4,703",106,78,1,329,210
20240831,160606,103,211,870,783,,,,,,441,"2,161",34,41,,,
20240831,160701,0,579,"1,578","1,434",,,,0,400,724,"7,540",96,66,1,679,129
20240831,160702,0,451,"1,001",840,0,2,,0,"1,102",164,"4,738",91,12,1,566,354
20240831,160703,60,895,"1,211","1,104","3,062",,3,747,"1,462",388,"5,634",90,74,1,122,110
20240831,160704,0,336,915,711,1234,2,1,301,800,202,"4,933",120,23,1,193,73
20240831,160705,0,634,845,780,"1,640",,2,400,400,289,"4,477",106,6,1,189,155
20240831,160706,0,507,"1,206","1,083","1,640",,2,400,"1,967",201,"8,235",137,5,1,393,312
20240831,160801,0,230,299,238,,,,,,216,"1,335",30,32,2,997,499
20240831,160802,,,54,28,,,,,,40,207,10,,,,
20240831,160803,,,236,153,,,,0,400,148,"1,060",42,,3,795,334
20240831,160804,0,60,176,68,,,,,,60,669,22,,2,467,218
20240831,170101,64,336,"1,380",1214,,,,,,"1,123","19,588",115,417,1,271,135
20240831,170102,302,413,226,209,,,,0,240,247,"5,396",46,101,,,
20240831,170103,20,712,176,147,,,,,,194,"3,663",51,63,,,
20240831,170104,104,204,110,93,,,,,,96,"2,814",39,52,,,
20240831,170201,0,65,136,129,,,,0,401,137,893,27,12,,,
20240831,170202,0,85,126,125,828,,2,402,400,60,570,20,1,,,
20240831,170203,0,120,193,179,,,,,,108,"2,949",29,10,,,
20240831,170204,0,50,45,43,,,,,,91,"2,309",23,4,,,
20240831,170301,0,100,33,32,,,,,,44,491,10,2,,,
20240831,170302,61,0,96,95,,,,,,168,"1,920",16,27,1,177,132
20240831,170303,0,59,56,55,,,,,,67,"1,020",18,9,,,
20240831,180101,220,122,157,139,,,,,,530,"6,978",53,79,,,
20240831,180102,0,4,13,13,,,,0,400,238,113,14,3,,,
20240831,180103,,,7,7,"1,640",,2,400,0,150,43,11,3,,,
20240831,180104,0,18,48,44,,,,,,133,"1,284",13,22,,,
20240831,180105,,,7,7,,,,0,400,313,159,13,4,,,
20240831,180106,,,27,26,,,,,,277,433,16,14,,,
20240831,180107,200,14,102,89,,,,,,297,"1,934",14,56,,,
20240831,180201,,,9,9,,,,,,56,472,20,13,,,
20240831,180202,0,9,8,8,,,,0,400,131,69,8,3,1,295,103
20240831,180203,0,11,8,7,,,,,,65,137,14,5,,,
20240831,180204,0,77,55,52,"1,640",,2,400,0,326,405,29,12,,,
20240831,180205,,,5,5,,,,,,110,56,12,5,,,
20240831,180206,,,2,2,,,,,,85,49,4,4,,,
20240831,180207,,,8,8,,,,,,132,61,9,8,,,
20240831,180208,0,27,37,35,0,2,,0,400,411,257,21,16,,,
20240831,180209,,,3,3,,,,,,28,38,4,1,,,
20240831,180210,,,35,35,,,,,,372,239,39,21,1,238,108
20240831,180211,0,10,10,10,"1,640",,2,400,0,73,46,6,3,,,
20240831,180301,516,0,495,451,,,,,,276,"8,498",44,317,,,
20240831,180302,,,86,72,,,,,,27,117,2,19,,,
20240831,180303,,,2,2,,,,,,6,597,2,5,,,
20240831,190101,214,0,357,323,,,,,,279,"3,991",25,84,,,
20240831,190102,68,0,210,205,,,,0,400,209,847,21,40,,,
20240831,190103,88,28,124,121,820,,2,400,0,373,"1,693",23,92,,,
20240831,190104,23,132,99,92,,,,,,146,946,28,43,,,
20240831,190105,44,0,263,245,,,,0,420,259,928,25,45,,,
20240831,190106,0,91,113,111,,,,0,460,142,297,18,30,,,
20240831,190107,102,300,701,681,,,,0,899,868,"2,712",80,133,,,
20240831,190108,0,128,113,110,,,,0,846,217,544,36,30,,,
20240831,190109,109,0,36,34,,,,,,115,"1,796",28,45,,,
20240831,190110,60,0,190,185,,,,0,400,253,612,29,30,1,669,394
20240831,190111,16,0,11,10,,,,,,53,906,17,13,,,
20240831,190112,24,16,86,82,"1,640",,2,400,0,164,554,10,21,,,
20240831,190113,252,2,68,57,,,,0,436,265,"3,583",56,76,,,
20240831,190201,116,195,622,600,0,2,,0,800,939,"2,613",96,116,3,"2,357",790
20240831,190202,36,0,110,110,,,,0,410,257,251,15,42,,,
20240831,190203,0,8,19,19,820,,1,200,0,36,39,3,5,,,
20240831,190204,,,180,179,,,,0,400,272,328,24,41,1,785,429
20240831,190205,0,28,77,74,,,,,,95,276,12,30,,,
20240831,190206,73,142,348,343,820,,1,200,800,349,667,64,68,2,"1,675",945
20240831,190207,40,17,145,140,,,,0,450,248,371,12,37,,,
20240831,190208,16,0,46,45,,,,,,170,110,12,15,,,
20240831,190301,93,226,191,181,"1,640",,2,400,0,511,"4,421",49,209,,,
20240831,190302,0,102,85,83,,,,,,194,471,23,66,,,
20240831,190303,0,183,354,344,"1,640",,2,400,0,208,"1,364",51,181,1,"1,206",918
